CustomerID,ContractYears,ContractMonths,MRR
5VNH6I,2,1,750.0
5VNH6I,3,1,750.0
5VNH6I,4,1,750.0
5VNH6I,5,1,750.0
T0O11M,2,1,1740.0
T0O11M,3,1,1740.0
T0O11M,4,1,1740.0
T0O11M,5,1,1740.0
432O8M,2,1,1140.0
432O8M,3,1,1140.0
432O8M,4,1,1140.0
432O8M,5,1,1140.0
XAYEYI,2,1,2080.0
XAYEYI,3,1,2080.0
XAYEYI,4,1,2080.0
XAYEYI,5,1,2080.0
I5FDO9,2,1,1670.0
I5FDO9,3,1,1670.0
I5FDO9,4,1,1670.0
I5FDO9,5,1,1670.0
875KAU,2,1,1320.0
875KAU,3,1,1320.0
875KAU,4,1,1320.0
875KAU,5,1,1320.0
5GBXZZ,2,1,1670.0
5GBXZZ,3,1,1670.0
5GBXZZ,4,1,1670.0
5GBXZZ,5,1,1670.0
CC99FW,2,1,1870.0
CC99FW,3,1,1870.0
CC99FW,4,1,1870.0
CC99FW,5,1,1870.0
RM3GR3,2,1,1560.0
RM3GR3,3,1,1560.0
RM3GR3,4,1,1560.0
RM3GR3,5,1,1560.0
PX5Y04,2,1,1250.0
PX5Y04,3,1,1250.0
PX5Y04,4,1,1250.0
PX5Y04,5,1,1250.0
2H2CJN,2,1,1820.0
2H2CJN,3,1,1820.0
2H2CJN,4,1,1820.0
2H2CJN,5,1,1820.0
84M2CJ,2,1,1900.0
84M2CJ,3,1,1900.0
84M2CJ,4,1,1900.0
84M2CJ,5,1,1900.0
ANHKPQ,2,1,910.0
ANHKPQ,3,1,910.0
ANHKPQ,4,1,910.0
ANHKPQ,5,1,910.0
K8HY02,2,1,540.0
K8HY02,3,1,540.0
K8HY02,4,1,540.0
K8HY02,5,1,540.0
SR7JIT,2,1,1520.0
SR7JIT,3,1,1520.0
SR7JIT,4,1,1520.0
SR7JIT,5,1,1520.0
KVKQZ5,2,1,990.0
KVKQZ5,3,1,990.0
KVKQZ5,4,1,990.0
KVKQZ5,5,1,990.0
1L8G0T,2,1,2680.0
1L8G0T,3,1,2680.0
1L8G0T,4,1,2680.0
1L8G0T,5,1,2680.0
7FAC0Z,2,1,2020.0
7FAC0Z,3,1,2020.0
7FAC0Z,4,1,2020.0
7FAC0Z,5,1,2020.0
EXA1AM,2,1,1390.0
EXA1AM,3,1,1390.0
EXA1AM,4,1,1390.0
EXA1AM,5,1,1390.0
WH6GJ7,2,1,1080.0
WH6GJ7,3,1,1080.0
WH6GJ7,4,1,1080.0
PZV0QJ,2,1,2040.0
PZV0QJ,3,1,2040.0
PZV0QJ,4,1,2040.0
PZV0QJ,5,1,2040.0
KX6YV2,2,1,1620.0
KX6YV2,3,1,1620.0
KX6YV2,4,1,1620.0
KX6YV2,5,1,1620.0
H3TDQM,2,1,1140.0
H3TDQM,3,1,1140.0
H3TDQM,4,1,1140.0
H3TDQM,5,1,1140.0
RTYPE5,2,1,1940.0
RTYPE5,3,1,1940.0
RTYPE5,4,1,1940.0
RTYPE5,5,1,1940.0
K9IJ5U,2,1,1950.0
K9IJ5U,3,1,1950.0
K9IJ5U,4,1,1950.0
K9IJ5U,5,1,1950.0
QRT24A,2,1,1910.0
QRT24A,3,1,1910.0
QRT24A,4,1,1910.0
QRT24A,5,1,1910.0
ZUXVQS,2,1,1730.0
ZUXVQS,3,1,1730.0
ZUXVQS,4,1,1730.0
ZUXVQS,5,1,1730.0
8U35R6,2,1,2090.0
8U35R6,3,1,2090.0
8U35R6,4,1,2090.0
8U35R6,5,1,2090.0
6VHSY7,2,1,1760.0
6VHSY7,3,1,1760.0
6VHSY7,4,1,1760.0
6VHSY7,5,1,1760.0
8ZBT4E,2,1,1850.0
8ZBT4E,3,1,1850.0
8ZBT4E,4,1,1850.0
8ZBT4E,5,1,1850.0
ANGGFI,2,1,1540.0
ANGGFI,3,1,1540.0
ANGGFI,4,1,1540.0
ANGGFI,5,1,1540.0
D012VG,2,1,1030.0
D012VG,3,1,1030.0
D012VG,4,1,1030.0
D012VG,5,1,1030.0
FQG5VE,2,1,400.0
FQG5VE,3,1,400.0
FQG5VE,4,1,400.0
FQG5VE,5,1,400.0
8HR8NI,2,1,1550.0
8HR8NI,3,1,1550.0
8HR8NI,4,1,1550.0
DFDD1L,2,1,1540.0
DFDD1L,3,1,1540.0
DFDD1L,4,1,1540.0
DFDD1L,5,1,1540.0
N787P8,2,1,1340.0
N787P8,3,1,1340.0
N787P8,4,1,1340.0
N787P8,5,1,1340.0
88UVJV,2,1,1310.0
88UVJV,3,1,1310.0
88UVJV,4,1,1310.0
88UVJV,5,1,1310.0
102QOL,2,1,1120.0
102QOL,3,1,1120.0
102QOL,4,1,1120.0
H7U5SI,2,1,740.0
H7U5SI,3,1,740.0
H7U5SI,4,1,740.0
H7U5SI,5,1,740.0
0QBYKJ,2,1,1470.0
0QBYKJ,3,1,1470.0
0QBYKJ,4,1,1470.0
0QBYKJ,5,1,1470.0
7BTETR,2,1,1960.0
7BTETR,3,1,1960.0
7BTETR,4,1,1960.0
7BTETR,5,1,1960.0
PA4QKK,2,1,1980.0
PA4QKK,3,1,1980.0
PA4QKK,4,1,1980.0
PA4QKK,5,1,1980.0
K3G9KE,2,1,540.0
K3G9KE,3,1,540.0
K3G9KE,4,1,540.0
K3G9KE,5,1,540.0
UPIAB6,2,1,1770.0
UPIAB6,3,1,1770.0
UPIAB6,4,1,1770.0
UPIAB6,5,1,1770.0
O04IHT,2,1,1110.0
O04IHT,3,1,1110.0
O04IHT,4,1,1110.0
O04IHT,5,1,1110.0
MMYES3,2,1,1240.0
MMYES3,3,1,1240.0
MMYES3,4,1,1240.0
MMYES3,5,1,1240.0
TVNHG3,2,1,450.0
TVNHG3,3,1,450.0
TVNHG3,4,1,450.0
TVNHG3,5,1,450.0
TPQ7H4,2,1,810.0
TPQ7H4,3,1,810.0
TPQ7H4,4,1,810.0
TPQ7H4,5,1,810.0
EV0EZ9,2,1,1290.0
EV0EZ9,3,1,1290.0
EV0EZ9,4,1,1290.0
EV0EZ9,5,1,1290.0
JNDGB4,2,1,2010.0
JNDGB4,3,1,2010.0
JNDGB4,4,1,2010.0
JNDGB4,5,1,2010.0
7GB98T,2,1,1200.0
7GB98T,3,1,1200.0
7GB98T,4,1,1200.0
7GB98T,5,1,1200.0
3NJQH2,2,1,1600.0
3NJQH2,3,1,1600.0
3NJQH2,4,1,1600.0
3NJQH2,5,1,1600.0
YPN30G,2,1,1500.0
YPN30G,3,1,1500.0
YPN30G,4,1,1500.0
YPN30G,5,1,1500.0
2CMTAT,2,1,1490.0
2CMTAT,3,1,1490.0
2CMTAT,4,1,1490.0
MC61B8,2,1,760.0
MC61B8,3,1,760.0
MC61B8,4,1,760.0
MC61B8,5,1,760.0
E6H9XF,2,1,1230.0
E6H9XF,3,1,1230.0
E6H9XF,4,1,1230.0
E6H9XF,5,1,1230.0
MELHOU,2,1,1610.0
MELHOU,3,1,1610.0
MELHOU,4,1,1610.0
MELHOU,5,1,1610.0
EGAG3P,2,1,2160.0
EGAG3P,3,1,2160.0
EGAG3P,4,1,2160.0
EGAG3P,5,1,2160.0
33QV43,2,1,1550.0
33QV43,3,1,1550.0
33QV43,4,1,1550.0
33QV43,5,1,1550.0
3IO0M8,2,1,2370.0
3IO0M8,3,1,2370.0
3IO0M8,4,1,2370.0
3IO0M8,5,1,2370.0
JLJW7A,2,1,1190.0
JLJW7A,3,1,1190.0
JLJW7A,4,1,1190.0
JLJW7A,5,1,1190.0
GPXJGG,2,1,1230.0
GPXJGG,3,1,1230.0
GPXJGG,4,1,1230.0
GPXJGG,5,1,1230.0
MERG4K,2,1,1240.0
MERG4K,3,1,1240.0
MERG4K,4,1,1240.0
MERG4K,5,1,1240.0
8DC4A9,2,1,1130.0
8DC4A9,3,1,1130.0
8DC4A9,4,1,1130.0
8DC4A9,5,1,1130.0
NEM7UV,2,1,1350.0
NEM7UV,3,1,1350.0
NEM7UV,4,1,1350.0
NEM7UV,5,1,1350.0
3T1OGC,2,1,2240.0
3T1OGC,3,1,2240.0
3T1OGC,4,1,2240.0
3T1OGC,5,1,2240.0
DV4Z39,2,1,1720.0
DV4Z39,3,1,1720.0
DV4Z39,4,1,1720.0
DV4Z39,5,1,1720.0
52UU3E,2,1,1550.0
52UU3E,3,1,1550.0
52UU3E,4,1,1550.0
52UU3E,5,1,1550.0
8E4Z9D,2,1,210.0
8E4Z9D,3,1,210.0
8E4Z9D,4,1,210.0
8E4Z9D,5,1,210.0
A66RRK,2,1,1710.0
A66RRK,3,1,1710.0
A66RRK,4,1,1710.0
A66RRK,5,1,1710.0
E5922I,2,1,2390.0
E5922I,3,1,2390.0
E5922I,4,1,2390.0
E5922I,5,1,2390.0
RXZ01I,2,1,2240.0
RXZ01I,3,1,2240.0
RXZ01I,4,1,2240.0
RXZ01I,5,1,2240.0
L3W3OH,3,1,1930.0
L3W3OH,4,1,1930.0
L3W3OH,5,1,1930.0
W5IVWX,2,1,1130.0
W5IVWX,3,1,1130.0
W5IVWX,4,1,1130.0
W5IVWX,5,1,1130.0
PQ36W0,2,1,1760.0
PQ36W0,3,1,1760.0
PQ36W0,4,1,1760.0
PQ36W0,5,1,1760.0
UXD1FV,2,1,1260.0
UXD1FV,3,1,1260.0
UXD1FV,4,1,1260.0
UXD1FV,5,1,1260.0
NFKFW7,2,1,1580.0
NFKFW7,3,1,1580.0
NFKFW7,4,1,1580.0
NFKFW7,5,1,1580.0
8YUZVZ,2,1,1180.0
8YUZVZ,3,1,1180.0
8YUZVZ,4,1,1180.0
8YUZVZ,5,1,1180.0
PYHONM,2,1,680.0
PYHONM,3,1,680.0
PYHONM,4,1,680.0
PYHONM,5,1,680.0
CNIJLI,2,1,540.0
CNIJLI,3,1,540.0
CNIJLI,4,1,540.0
CNIJLI,5,1,540.0
86V5W5,2,1,1360.0
86V5W5,3,1,1360.0
86V5W5,4,1,1360.0
86V5W5,5,1,1360.0
RAAAKQ,2,1,1670.0
RAAAKQ,3,1,1670.0
RAAAKQ,4,1,1670.0
RAAAKQ,5,1,1670.0
JL4IGO,2,1,770.0
JL4IGO,3,1,770.0
JL4IGO,4,1,770.0
JL4IGO,5,1,770.0
6C54V9,2,1,1100.0
6C54V9,3,1,1100.0
6C54V9,4,1,1100.0
6C54V9,5,1,1100.0
7KXVFA,2,1,2130.0
7KXVFA,3,1,2130.0
7KXVFA,4,1,2130.0
7KXVFA,5,1,2130.0
TARGHA,2,1,750.0
TARGHA,3,1,750.0
TARGHA,4,1,750.0
TARGHA,5,1,750.0
8F10JR,2,1,1090.0
8F10JR,3,1,1090.0
8F10JR,4,1,1090.0
8F10JR,5,1,1090.0
SYEFCU,2,1,1440.0
SYEFCU,3,1,1440.0
SYEFCU,4,1,1440.0
SYEFCU,5,1,1440.0
MP4XQC,2,1,1520.0
MP4XQC,3,1,1520.0
MP4XQC,4,1,1520.0
MP4XQC,5,1,1520.0
G4QJKR,2,1,660.0
G4QJKR,3,1,660.0
G4QJKR,4,1,660.0
G4QJKR,5,1,660.0
NDX237,2,1,1700.0
NDX237,3,1,1700.0
NDX237,4,1,1700.0
NDX237,5,1,1700.0
V2GPF2,2,1,1750.0
V2GPF2,3,1,1750.0
V2GPF2,4,1,1750.0
V2GPF2,5,1,1750.0
AXTZ7M,2,1,1270.0
AXTZ7M,3,1,1270.0
AXTZ7M,4,1,1270.0
AXTZ7M,5,1,1270.0
Z2GHPH,3,1,830.0
Z2GHPH,4,1,830.0
Z2GHPH,5,1,830.0
TDUUK3,2,1,380.0
TDUUK3,3,1,380.0
TDUUK3,4,1,380.0
TDUUK3,5,1,380.0
0TI54F,2,1,700.0
0TI54F,3,1,700.0
0TI54F,4,1,700.0
0TI54F,5,1,700.0
TEET7G,2,1,1140.0
TEET7G,3,1,1140.0
TEET7G,4,1,1140.0
TEET7G,5,1,1140.0
5B19VN,2,1,1020.0
5B19VN,3,1,1020.0
5B19VN,4,1,1020.0
5B19VN,5,1,1020.0
2BJ5RK,2,1,2020.0
2BJ5RK,3,1,2020.0
2BJ5RK,4,1,2020.0
2BJ5RK,5,1,2020.0
2Z3TOX,2,1,2130.0
2Z3TOX,3,1,2130.0
2Z3TOX,4,1,2130.0
2Z3TOX,5,1,2130.0
1QKK0Q,2,1,680.0
1QKK0Q,3,1,680.0
1QKK0Q,4,1,680.0
1QKK0Q,5,1,680.0
FJYVIS,2,1,2400.0
FJYVIS,3,1,2400.0
FJYVIS,4,1,2400.0
FJYVIS,5,1,2400.0
Y20058,2,1,2490.0
Y20058,3,1,2490.0
Y20058,4,1,2490.0
Y20058,5,1,2490.0
01MZZV,2,1,1470.0
01MZZV,3,1,1470.0
01MZZV,4,1,1470.0
01MZZV,5,1,1470.0
KVB5GW,2,1,1160.0
KVB5GW,3,1,1160.0
KVB5GW,4,1,1160.0
KVB5GW,5,1,1160.0
XYK3R3,2,1,2220.0
XYK3R3,3,1,2220.0
XYK3R3,5,1,2220.0
2RPPAI,2,1,960.0
2RPPAI,3,1,960.0
2RPPAI,4,1,960.0
2RPPAI,5,1,960.0
WKLY5V,2,1,1310.0
WKLY5V,3,1,1310.0
WKLY5V,4,1,1310.0
WKLY5V,5,1,1310.0
AZMD9Z,2,1,1770.0
AZMD9Z,3,1,1770.0
AZMD9Z,4,1,1770.0
AZMD9Z,5,1,1770.0
XEJ7BM,2,1,1620.0
XEJ7BM,3,1,1620.0
XEJ7BM,4,1,1620.0
XEJ7BM,5,1,1620.0
NA8JAV,2,1,1440.0
NA8JAV,3,1,1440.0
NA8JAV,4,1,1440.0
NA8JAV,5,1,1440.0
FMH3SI,2,1,1280.0
FMH3SI,3,1,1280.0
FMH3SI,4,1,1280.0
FMH3SI,5,1,1280.0
OVF0A3,2,1,1000.0
OVF0A3,3,1,1000.0
OVF0A3,4,1,1000.0
OVF0A3,5,1,1000.0
P10RA6,2,1,1920.0
P10RA6,3,1,1920.0
P10RA6,4,1,1920.0
P10RA6,5,1,1920.0
LZ5VVZ,2,1,1980.0
LZ5VVZ,3,1,1980.0
LZ5VVZ,4,1,1980.0
LZ5VVZ,5,1,1980.0
1FGNV8,3,1,870.0
1FGNV8,4,1,870.0
1FGNV8,5,1,870.0
IKIA3A,2,1,1630.0
IKIA3A,3,1,1630.0
IKIA3A,4,1,1630.0
IKIA3A,5,1,1630.0
9HMZDB,2,1,630.0
9HMZDB,3,1,630.0
9HMZDB,4,1,630.0
9HMZDB,5,1,630.0
39FVZY,2,1,1750.0
39FVZY,3,1,1750.0
39FVZY,4,1,1750.0
39FVZY,5,1,1750.0
FV947Z,3,1,2370.0
FV947Z,4,1,2370.0
FV947Z,5,1,2370.0
0G9BMH,2,1,1800.0
0G9BMH,3,1,1800.0
0G9BMH,4,1,1800.0
0G9BMH,5,1,1800.0
V2QIX0,2,1,700.0
V2QIX0,3,1,700.0
V2QIX0,4,1,700.0
V2QIX0,5,1,700.0
QC1GZJ,2,1,1630.0
QC1GZJ,3,1,1630.0
QC1GZJ,4,1,1630.0
QC1GZJ,5,1,1630.0
JWE282,2,1,850.0
JWE282,3,1,850.0
JWE282,4,1,850.0
JWE282,4,1,850.0
JWE282,5,1,850.0
9WYQHQ,2,1,790.0
9WYQHQ,3,1,790.0
9WYQHQ,4,1,790.0
9WYQHQ,5,1,790.0
QTVTBS,2,1,2140.0
QTVTBS,3,1,2140.0
QTVTBS,4,1,2140.0
QTVTBS,5,1,2140.0
OQQQT5,2,1,1190.0
OQQQT5,3,1,1190.0
OQQQT5,4,1,1190.0
W0F2OI,2,1,1130.0
W0F2OI,3,1,1130.0
W0F2OI,4,1,1130.0
W0F2OI,5,1,1130.0
QCDLPV,2,1,1630.0
QCDLPV,3,1,1630.0
QCDLPV,4,1,1630.0
QCDLPV,5,1,1630.0
JI66KV,2,1,1040.0
JI66KV,3,1,1040.0
JI66KV,4,1,1040.0
JI66KV,5,1,1040.0
IMFO5A,2,1,1120.0
IMFO5A,3,1,1120.0
IMFO5A,4,1,1120.0
IMFO5A,5,1,1120.0
O6UCJ0,2,1,660.0
O6UCJ0,3,1,660.0
O6UCJ0,4,1,660.0
O6UCJ0,5,1,660.0
8UTDKI,2,1,1060.0
8UTDKI,3,1,1060.0
8UTDKI,4,1,1060.0
8UTDKI,5,1,1060.0
4L408Q,2,1,1930.0
4L408Q,3,1,1930.0
4L408Q,4,1,1930.0
4L408Q,5,1,1930.0
OWL0XS,2,1,2280.0
OWL0XS,3,1,2280.0
OWL0XS,4,1,2280.0
OWL0XS,5,1,2280.0
Q35CY4,2,1,2680.0
Q35CY4,3,1,2680.0
Q35CY4,4,1,2680.0
Q35CY4,5,1,2680.0
PKENYH,2,1,1970.0
PKENYH,3,1,1970.0
PKENYH,4,1,1970.0
PKENYH,5,1,1970.0
7WH37Q,2,1,1860.0
7WH37Q,3,1,1860.0
7WH37Q,4,1,1860.0
7WH37Q,5,1,1860.0
IPUSIA,2,1,780.0
IPUSIA,3,1,780.0
IPUSIA,4,1,780.0
IPUSIA,5,1,780.0
PQFNVW,2,1,970.0
PQFNVW,3,1,970.0
PQFNVW,4,1,970.0
PQFNVW,5,1,970.0
3BJDU8,2,1,1790.0
3BJDU8,3,1,1790.0
3BJDU8,4,1,1790.0
3BJDU8,5,1,1790.0
DOF0E9,2,1,1950.0
DOF0E9,3,1,1950.0
DOF0E9,4,1,1950.0
DOF0E9,5,1,1950.0
U09BVT,2,1,1610.0
U09BVT,3,1,1610.0
U09BVT,4,1,1610.0
U09BVT,5,1,1610.0
J7R3DH,2,1,1880.0
J7R3DH,3,1,1880.0
J7R3DH,4,1,1880.0
J7R3DH,5,1,1880.0
8CUS2H,2,1,1510.0
8CUS2H,3,1,1510.0
8CUS2H,4,1,1510.0
8CUS2H,5,1,1510.0
TQHL1B,2,1,400.0
TQHL1B,3,1,400.0
TQHL1B,4,1,400.0
TQHL1B,5,1,400.0
86BXBA,2,1,2260.0
86BXBA,3,1,2260.0
86BXBA,4,1,2260.0
86BXBA,5,1,2260.0
M05PGU,2,1,1450.0
M05PGU,3,1,1450.0
M05PGU,4,1,1450.0
M05PGU,5,1,1450.0
F609K8,2,1,1570.0
F609K8,3,1,1570.0
F609K8,4,1,1570.0
F609K8,5,1,1570.0
CUCX2V,2,1,1490.0
CUCX2V,3,1,1490.0
CUCX2V,4,1,1490.0
CUCX2V,5,1,1490.0
ONPE87,2,1,2190.0
ONPE87,3,1,2190.0
ONPE87,4,1,2190.0
ONPE87,5,1,2190.0
3Z0XNZ,2,1,1670.0
3Z0XNZ,3,1,1670.0
3Z0XNZ,4,1,1670.0
3Z0XNZ,5,1,1670.0
7JDNEM,2,1,1380.0
7JDNEM,3,1,1380.0
7JDNEM,4,1,1380.0
7JDNEM,5,1,1380.0
496YIM,2,1,1370.0
496YIM,3,1,1370.0
496YIM,4,1,1370.0
496YIM,5,1,1370.0
A4ZRIQ,2,1,1120.0
A4ZRIQ,3,1,1120.0
A4ZRIQ,4,1,1120.0
A4ZRIQ,5,1,1120.0
1Z8Z2H,2,1,960.0
1Z8Z2H,3,1,960.0
1Z8Z2H,4,1,960.0
1Z8Z2H,5,1,960.0
ZZAAIS,2,1,1670.0
ZZAAIS,3,1,1670.0
ZZAAIS,4,1,1670.0
ZZAAIS,5,1,1670.0
PAO9GI,2,1,1390.0
PAO9GI,3,1,1390.0
PAO9GI,4,1,1390.0
PAO9GI,5,1,1390.0
LQQ8LV,2,1,3130.0
LQQ8LV,3,1,3130.0
LQQ8LV,4,1,3130.0
LQQ8LV,5,1,3130.0
F1D2EJ,2,1,720.0
F1D2EJ,3,1,720.0
F1D2EJ,4,1,720.0
F1D2EJ,5,1,720.0
G2Q0UQ,2,1,1480.0
G2Q0UQ,3,1,1480.0
G2Q0UQ,4,1,1480.0
G2Q0UQ,5,1,1480.0
LB3DCQ,2,1,1130.0
LB3DCQ,3,1,1130.0
LB3DCQ,4,1,1130.0
LB3DCQ,5,1,1130.0
7TD5AT,2,1,1250.0
7TD5AT,3,1,1250.0
7TD5AT,4,1,1250.0
7TD5AT,5,1,1250.0
PLOHQX,2,1,2200.0
PLOHQX,3,1,2200.0
PLOHQX,4,1,2200.0
PLOHQX,5,1,2200.0
KH2Z64,2,1,830.0
KH2Z64,3,1,830.0
KH2Z64,4,1,830.0
KH2Z64,5,1,830.0
V6ZNHS,2,1,1360.0
V6ZNHS,3,1,1360.0
V6ZNHS,4,1,1360.0
IF12RN,2,1,1430.0
IF12RN,3,1,1430.0
IF12RN,4,1,1430.0
IF12RN,5,1,1430.0
UYAGTL,2,1,1280.0
UYAGTL,3,1,1280.0
UYAGTL,4,1,1280.0
UYAGTL,5,1,1280.0
PVY5JW,2,1,1710.0
PVY5JW,3,1,1710.0
PVY5JW,4,1,1710.0
PVY5JW,5,1,1710.0
ZB1NNY,2,1,1260.0
ZB1NNY,3,1,1260.0
ZB1NNY,4,1,1260.0
ZB1NNY,5,1,1260.0
ZB1NNY,5,1,1260.0
NTFH88,2,1,660.0
NTFH88,3,1,660.0
NTFH88,4,1,660.0
NTFH88,5,1,660.0
ZX9HWS,2,1,1240.0
ZX9HWS,4,1,1240.0
ZX9HWS,5,1,1240.0
HA6ODB,2,1,1500.0
HA6ODB,3,1,1500.0
HA6ODB,3,1,1500.0
HA6ODB,4,1,1500.0
HA6ODB,5,1,1500.0
SR3R2K,2,1,1720.0
SR3R2K,3,1,1720.0
SR3R2K,4,1,1720.0
SR3R2K,5,1,1720.0
X9S266,2,1,1870.0
X9S266,3,1,1870.0
X9S266,4,1,1870.0
X9S266,5,1,1870.0
5Y7XFT,2,1,1800.0
5Y7XFT,3,1,1800.0
5Y7XFT,4,1,1800.0
5Y7XFT,5,1,1800.0
BG1CCG,2,1,2410.0
BG1CCG,3,1,2410.0
BG1CCG,4,1,2410.0
BG1CCG,5,1,2410.0
BAGPGH,2,1,1220.0
BAGPGH,3,1,1220.0
BAGPGH,4,1,1220.0
BAGPGH,5,1,1220.0
QG7GV9,2,1,2020.0
QG7GV9,3,1,2020.0
QG7GV9,4,1,2020.0
QG7GV9,5,1,2020.0
R87BI6,2,1,1060.0
R87BI6,3,1,1060.0
R87BI6,4,1,1060.0
R87BI6,5,1,1060.0
2BQWIC,2,1,2420.0
2BQWIC,3,1,2420.0
2BQWIC,4,1,2420.0
2BQWIC,5,1,2420.0
KPYNO6,2,1,2280.0
KPYNO6,3,1,2280.0
KPYNO6,4,1,2280.0
KPYNO6,5,1,2280.0
4RY7SH,2,1,1860.0
4RY7SH,3,1,1860.0
4RY7SH,4,1,1860.0
4RY7SH,5,1,1860.0
XGA1Q5,2,1,1710.0
XGA1Q5,3,1,1710.0
XGA1Q5,4,1,1710.0
XGA1Q5,5,1,1710.0
VYIH2O,2,1,1720.0
VYIH2O,3,1,1720.0
VYIH2O,4,1,1720.0
VYIH2O,5,1,1720.0
X4EU15,2,1,2870.0
X4EU15,3,1,2870.0
X4EU15,4,1,2870.0
X4EU15,5,1,2870.0
A05H9V,2,1,1740.0
A05H9V,3,1,1740.0
A05H9V,4,1,1740.0
A05H9V,5,1,1740.0
ERAS48,2,1,1280.0
ERAS48,3,1,1280.0
ERAS48,4,1,1280.0
ERAS48,5,1,1280.0
2ZKRL5,2,1,810.0
2ZKRL5,3,1,810.0
2ZKRL5,4,1,810.0
2ZKRL5,5,1,810.0
ZBR3B8,2,1,1970.0
ZBR3B8,2,1,1970.0
ZBR3B8,3,1,1970.0
ZBR3B8,4,1,1970.0
ZBR3B8,5,1,1970.0
H28T25,2,1,1370.0
H28T25,3,1,1370.0
H28T25,4,1,1370.0
H28T25,5,1,1370.0
0QJG6J,2,1,420.0
0QJG6J,3,1,420.0
0QJG6J,4,1,420.0
0QJG6J,5,1,420.0
JVO8J1,2,1,1180.0
JVO8J1,3,1,1180.0
JVO8J1,4,1,1180.0
JVO8J1,5,1,1180.0
87CR43,2,1,940.0
87CR43,3,1,940.0
87CR43,4,1,940.0
87CR43,5,1,940.0
LHY8G2,2,1,1260.0
LHY8G2,3,1,1260.0
LHY8G2,4,1,1260.0
LHY8G2,5,1,1260.0
JAKUAT,2,1,1100.0
JAKUAT,3,1,1100.0
JAKUAT,4,1,1100.0
VZI98J,2,1,2040.0
VZI98J,3,1,2040.0
VZI98J,4,1,2040.0
VZI98J,5,1,2040.0
F0XIBJ,2,1,750.0
F0XIBJ,3,1,750.0
F0XIBJ,4,1,750.0
F0XIBJ,5,1,750.0
8OVCP0,2,1,1820.0
8OVCP0,3,1,1820.0
8OVCP0,4,1,1820.0
8OVCP0,5,1,1820.0
PKCYF3,2,1,1070.0
PKCYF3,3,1,1070.0
PKCYF3,4,1,1070.0
PKCYF3,5,1,1070.0
BEL1BC,2,1,2040.0
BEL1BC,3,1,2040.0
BEL1BC,4,1,2040.0
BEL1BC,5,1,2040.0
9AID5Z,2,1,1460.0
9AID5Z,3,1,1460.0
9AID5Z,4,1,1460.0
9AID5Z,5,1,1460.0
NH5FXJ,2,1,2290.0
NH5FXJ,3,1,2290.0
NH5FXJ,4,1,2290.0
NH5FXJ,5,1,2290.0
CF0I2U,2,1,1590.0
CF0I2U,3,1,1590.0
CF0I2U,4,1,1590.0
CF0I2U,5,1,1590.0
68FR4H,2,1,1690.0
68FR4H,3,1,1690.0
68FR4H,4,1,1690.0
68FR4H,5,1,1690.0
0BE6XH,2,1,1850.0
0BE6XH,3,1,1850.0
0BE6XH,4,1,1850.0
0BE6XH,5,1,1850.0
0GSL6U,2,1,1100.0
0GSL6U,3,1,1100.0
0GSL6U,4,1,1100.0
0GSL6U,5,1,1100.0
6700UI,2,1,1030.0
6700UI,3,1,1030.0
6700UI,4,1,1030.0
6700UI,5,1,1030.0
PGMARP,2,1,1890.0
PGMARP,3,1,1890.0
PGMARP,4,1,1890.0
PGMARP,5,1,1890.0
CESDFS,2,1,1970.0
CESDFS,3,1,1970.0
CESDFS,4,1,1970.0
CESDFS,5,1,1970.0
557R3J,2,1,740.0
557R3J,3,1,740.0
557R3J,4,1,740.0
557R3J,5,1,740.0
HJO27T,2,1,930.0
HJO27T,3,1,930.0
HJO27T,4,1,930.0
HJO27T,5,1,930.0
W6ZXML,2,1,2090.0
W6ZXML,3,1,2090.0
W6ZXML,4,1,2090.0
W6ZXML,5,1,2090.0
9HLJ3L,2,1,1170.0
9HLJ3L,3,1,1170.0
9HLJ3L,4,1,1170.0
9HLJ3L,5,1,1170.0
WPU7K3,2,1,1690.0
WPU7K3,3,1,1690.0
WPU7K3,4,1,1690.0
WPU7K3,5,1,1690.0
KU06UH,2,1,2010.0
KU06UH,3,1,2010.0
KU06UH,4,1,2010.0
KU06UH,5,1,2010.0
3CNPO0,2,1,800.0
3CNPO0,3,1,800.0
3CNPO0,4,1,800.0
3CNPO0,5,1,800.0
9UUN2Z,2,1,2390.0
9UUN2Z,3,1,2390.0
9UUN2Z,4,1,2390.0
9UUN2Z,5,1,2390.0
WDX46J,2,1,1010.0
WDX46J,3,1,1010.0
WDX46J,4,1,1010.0
GD4ZWB,2,1,1130.0
GD4ZWB,3,1,1130.0
GD4ZWB,4,1,1130.0
GD4ZWB,5,1,1130.0
0BF8Z5,2,1,1140.0
0BF8Z5,3,1,1140.0
0BF8Z5,4,1,1140.0
0BF8Z5,5,1,1140.0
ACYRMD,2,1,710.0
ACYRMD,3,1,710.0
ACYRMD,4,1,710.0
ACYRMD,5,1,710.0
X1L731,2,1,950.0
X1L731,4,1,950.0
X1L731,5,1,950.0
QXBM09,2,1,930.0
QXBM09,3,1,930.0
QXBM09,4,1,930.0
QXBM09,5,1,930.0
GOOH7D,2,1,1380.0
GOOH7D,3,1,1380.0
GOOH7D,4,1,1380.0
GOOH7D,5,1,1380.0
Q4I7G6,2,1,1230.0
Q4I7G6,3,1,1230.0
Q4I7G6,4,1,1230.0
